250491270,250439946,258994204,283996278,262579210,250713612,255959382,250501756,249011465,250308143,260051589,286998169,252570875,248400938,271075648,270650953,280429369,284340847,249886696,254672430,297505418,251794519,247557814,253498122,245158614,249600598,252194592,246619048,255756425,250085093,270196398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276105523,275651537,274520876,295628208,277461884,287064437,279556924,277430110,279063165,276090633,276048828,275305279,277416010,276063425,275899492,309404824,276315959,278457753,276672654,276925431,285086468,278709072,288306965,270895980,280498847,276643130,255878031,271414215,278723142,298881222,280791171
